order_item_refund_id,created_at,order_item_id,order_id,refund_amount_usd
431,"2013-10-06 04:31:09",7480,7473,49.99
432,"2013-10-06 22:07:18",7512,7503,49.99
433,"2013-10-07 04:37:59",7259,7259,49.99
434,"2013-10-08 21:41:55",7323,7320,49.99
435,"2013-10-09 13:13:03",7308,7306,49.99
436,"2013-10-11 05:30:26",7533,7522,49.99
437,"2013-10-14 23:30:49",7582,7567,59.99
438,"2013-10-15 00:17:55",7502,7493,49.99
439,"2013-10-19 11:41:39",7741,7718,49.99
440,"2013-10-21 16:51:00",7736,7713,49.99
441,"2013-10-22 18:03:52",7636,7616,49.99
442,"2013-10-23 14:51:12",7889,7863,49.99
443,"2013-10-24 09:28:08",7598,7582,49.99
444,"2013-10-26 06:25:27",7667,7647,49.99
445,"2013-10-28 10:54:43",8014,7984,49.99
446,"2013-11-01 16:52:37",7847,7821,49.99
447,"2013-11-01 17:19:22",7877,7851,59.99
448,"2013-11-02 10:20:43",7945,7916,49.99
449,"2013-11-03 19:47:48",8101,8069,49.99
450,"2013-11-05 16:01:03",8164,8128,49.99
451,"2013-11-06 18:24:04",8041,8011,49.99
452,"2013-11-07 05:48:28",7939,7910,49.99
453,"2013-11-07 06:57:27",8049,8019,49.99
454,"2013-11-13 22:31:23",8270,8232,49.99
455,"2013-11-15 02:25:42",8287,8248,49.99
456,"2013-11-22 09:14:27",8530,8481,49.99
457,"2013-11-22 13:33:32",8521,8472,49.99
458,"2013-11-24 09:50:09",8578,8527,49.99
459,"2013-11-25 15:12:45",8359,8319,59.99
460,"2013-11-25 19:05:47",8657,8604,49.99
461,"2013-11-27 07:35:46",8637,8586,49.99
462,"2013-11-27 18:59:37",8602,8551,49.99
463,"2013-11-28 01:44:23",8703,8647,59.99
464,"2013-12-01 08:03:06",8783,8722,49.99
465,"2013-12-01 17:57:55",8732,8674,49.99
466,"2013-12-02 04:41:59",8729,8671,49.99
467,"2013-12-03 05:30:10",9052,8979,49.99
468,"2013-12-03 14:51:20",8737,8678,49.99
469,"2013-12-04 14:42:53",8911,8843,49.99
470,"2013-12-05 09:22:26",8675,8622,59.99
471,"2013-12-06 19:16:18",9086,9010,49.99
472,"2013-12-07 04:38:55",8856,8789,49.99
473,"2013-12-07 11:04:48",8836,8770,49.99
474,"2013-12-08 07:14:09",8935,8867,49.99
475,"2013-12-08 07:28:06",8967,8896,59.99
476,"2013-12-09 20:11:48",8957,8887,49.99
477,"2013-12-10 01:44:03",8929,8861,49.99
478,"2013-12-10 11:08:49",8978,8906,49.99
479,"2013-12-10 15:51:57",8997,8925,49.99
480,"2013-12-10 20:42:50",9069,8996,49.99
481,"2013-12-11 03:20:46",9181,9103,59.99
482,"2013-12-11 13:27:19",8992,8920,49.99
483,"2013-12-12 13:14:50",9378,9297,49.99
484,"2013-12-13 10:50:18",8915,8847,49.99
485,"2013-12-13 19:03:23",9386,9304,59.99
486,"2013-12-14 03:53:02",9344,9264,49.99
487,"2013-12-14 15:33:14",8849,8782,49.99
488,"2013-12-16 11:50:31",9407,9324,59.99
489,"2013-12-16 14:51:50",9359,9278,49.99
490,"2013-12-17 22:11:26",9550,9456,45.99
491,"2013-12-18 20:11:56",9324,9244,49.99
492,"2013-12-19 21:50:31",9406,9324,49.99
493,"2013-12-20 08:33:45",9443,9356,49.99
494,"2013-12-22 03:33:17",9753,9637,45.99
495,"2013-12-22 20:59:19",9705,9593,49.99
496,"2013-12-23 07:35:50",9831,9708,49.99
497,"2013-12-23 08:06:54",9632,9530,49.99
498,"2013-12-23 14:07:39",9717,9604,49.99
499,"2013-12-24 22:26:39",9413,9330,49.99
500,"2013-12-26 21:12:21",9662,9557,49.99
501,"2013-12-27 07:23:16",9668,9562,49.99
502,"2013-12-27 09:07:36",9844,9720,45.99
503,"2013-12-27 20:01:18",9508,9417,45.99
504,"2013-12-28 22:25:38",9752,9636,49.99
505,"2013-12-29 04:25:32",9658,9553,45.99
506,"2013-12-30 11:01:17",9886,9759,45.99
507,"2013-12-31 14:12:03",9821,9700,49.99
508,"2013-12-31 22:38:14",9611,9512,49.99
