order_item_id,created_at,order_id,price_usd,cogs_usd,website_session_id
193,"2012-05-12 20:44:15",193,49.99,19.49,6993
194,"2012-05-13 08:21:23",194,49.99,19.49,7018
195,"2012-05-13 15:56:25",195,49.99,19.49,7035
196,"2012-05-13 17:04:33",196,49.99,19.49,7042
197,"2012-05-14 18:33:40",197,49.99,19.49,7140
198,"2012-05-14 18:51:18",198,49.99,19.49,7144
199,"2012-05-15 03:20:44",199,49.99,19.49,7175
200,"2012-05-15 05:20:02",200,49.99,19.49,7178
201,"2012-05-15 05:28:05",201,49.99,19.49,7179
202,"2012-05-15 08:13:34",202,49.99,19.49,7188
203,"2012-05-15 08:56:05",203,49.99,19.49,7191
204,"2012-05-15 15:06:45",204,49.99,19.49,7240
205,"2012-05-15 15:29:52",205,49.99,19.49,7245
206,"2012-05-15 17:26:16",206,49.99,19.49,7263
207,"2012-05-16 05:07:43",207,49.99,19.49,7311
208,"2012-05-16 05:33:50",208,49.99,19.49,7312
209,"2012-05-17 00:34:13",209,49.99,19.49,7421
210,"2012-05-17 16:23:20",210,49.99,19.49,7507
211,"2012-05-17 19:33:38",211,49.99,19.49,7528
212,"2012-05-18 10:29:28",212,49.99,19.49,7577
213,"2012-05-18 11:38:07",213,49.99,19.49,7590
214,"2012-05-18 13:43:00",214,49.99,19.49,7597
215,"2012-05-18 14:24:34",215,49.99,19.49,7604
216,"2012-05-19 03:45:52",216,49.99,19.49,7663
217,"2012-05-20 00:54:14",217,49.99,19.49,7710
218,"2012-05-20 09:53:49",218,49.99,19.49,7734
219,"2012-05-20 22:54:22",219,49.99,19.49,7787
220,"2012-05-20 23:15:35",220,49.99,19.49,7792
221,"2012-05-20 23:36:57",221,49.99,19.49,7795
222,"2012-05-21 05:26:35",222,49.99,19.49,7820
223,"2012-05-21 11:52:18",223,49.99,19.49,7864
224,"2012-05-21 16:48:12",224,49.99,19.49,7906
225,"2012-05-21 22:15:20",225,49.99,19.49,7947
226,"2012-05-22 05:15:47",226,49.99,19.49,7973
227,"2012-05-22 06:15:19",227,49.99,19.49,7978
228,"2012-05-22 11:40:48",228,49.99,19.49,8001
229,"2012-05-22 13:00:49",229,49.99,19.49,8011
230,"2012-05-22 16:53:01",230,49.99,19.49,8060
231,"2012-05-23 03:29:12",231,49.99,19.49,8130
232,"2012-05-23 22:13:43",232,49.99,19.49,8265
233,"2012-05-23 23:24:06",233,49.99,19.49,8272
234,"2012-05-24 19:34:52",234,49.99,19.49,8435
235,"2012-05-24 20:47:20",235,49.99,19.49,8447
236,"2012-05-25 04:56:43",236,49.99,19.49,8479
237,"2012-05-25 05:03:31",237,49.99,19.49,8480
238,"2012-05-25 11:32:25",238,49.99,19.49,8519
239,"2012-05-25 14:34:54",239,49.99,19.49,8543
240,"2012-05-25 14:47:19",240,49.99,19.49,8546
241,"2012-05-25 16:22:45",241,49.99,19.49,8569
242,"2012-05-26 13:48:44",242,49.99,19.49,8642
243,"2012-05-26 14:12:31",243,49.99,19.49,8643
244,"2012-05-26 17:15:58",244,49.99,19.49,8656
245,"2012-05-27 09:35:20",245,49.99,19.49,8694
246,"2012-05-27 23:20:09",246,49.99,19.49,8738
247,"2012-05-28 01:00:08",247,49.99,19.49,8748
248,"2012-05-28 06:32:53",248,49.99,19.49,8766
249,"2012-05-28 15:16:53",249,49.99,19.49,8810
250,"2012-05-29 06:08:15",250,49.99,19.49,8874
251,"2012-05-29 10:25:35",251,49.99,19.49,8903
252,"2012-05-29 10:28:05",252,49.99,19.49,8905
253,"2012-05-29 11:52:28",253,49.99,19.49,8921
254,"2012-05-29 15:26:24",254,49.99,19.49,8953
255,"2012-05-29 16:36:43",255,49.99,19.49,8963
256,"2012-05-29 17:05:01",256,49.99,19.49,8971
257,"2012-05-29 23:52:45",257,49.99,19.49,9020
258,"2012-05-30 03:09:09",258,49.99,19.49,9032
259,"2012-05-30 07:56:12",259,49.99,19.49,9042
260,"2012-05-30 12:03:14",260,49.99,19.49,9073
261,"2012-05-30 20:49:37",261,49.99,19.49,9166
262,"2012-05-30 23:02:24",262,49.99,19.49,9176
263,"2012-05-31 05:33:03",263,49.99,19.49,9193
264,"2012-05-31 09:04:38",264,49.99,19.49,9216
265,"2012-05-31 11:07:52",265,49.99,19.49,9240
266,"2012-05-31 16:48:56",266,49.99,19.49,9294
267,"2012-05-31 23:09:54",267,49.99,19.49,9342
268,"2012-06-01 06:22:07",268,49.99,19.49,9363
269,"2012-06-01 12:48:56",269,49.99,19.49,9412
270,"2012-06-01 12:57:29",270,49.99,19.49,9413
271,"2012-06-01 14:22:14",271,49.99,19.49,9428
272,"2012-06-01 18:27:57",272,49.99,19.49,9460
273,"2012-06-01 20:13:43",273,49.99,19.49,9467
274,"2012-06-02 13:04:20",274,49.99,19.49,9514
275,"2012-06-02 23:36:33",275,49.99,19.49,9547
276,"2012-06-03 07:08:32",276,49.99,19.49,9562
277,"2012-06-03 10:20:20",277,49.99,19.49,9568
278,"2012-06-03 17:07:33",278,49.99,19.49,9590
279,"2012-06-03 18:13:27",279,49.99,19.49,9592
280,"2012-06-04 01:52:42",280,49.99,19.49,9617
281,"2012-06-04 18:54:32",281,49.99,19.49,9735
282,"2012-06-05 00:05:08",282,49.99,19.49,9765
283,"2012-06-05 00:43:45",283,49.99,19.49,9769
284,"2012-06-05 03:25:52",284,49.99,19.49,9779
285,"2012-06-05 11:58:32",285,49.99,19.49,9819
286,"2012-06-05 14:05:13",286,49.99,19.49,9849
287,"2012-06-06 01:28:55",287,49.99,19.49,9915
288,"2012-06-06 08:14:09",288,49.99,19.49,9932
289,"2012-06-06 09:43:17",289,49.99,19.49,9942
290,"2012-06-06 10:54:47",290,49.99,19.49,9954
291,"2012-06-06 13:05:33",291,49.99,19.49,9989
292,"2012-06-06 16:36:33",292,49.99,19.49,10020
293,"2012-06-06 17:40:07",293,49.99,19.49,10033
294,"2012-06-06 18:13:18",294,49.99,19.49,10041
295,"2012-06-07 06:41:57",295,49.99,19.49,10105
296,"2012-06-07 09:31:47",296,49.99,19.49,10122
297,"2012-06-07 11:52:01",297,49.99,19.49,10151
298,"2012-06-07 12:51:42",298,49.99,19.49,10167
299,"2012-06-07 13:34:27",299,49.99,19.49,10177
300,"2012-06-07 20:46:55",300,49.99,19.49,10244
301,"2012-06-08 00:03:33",301,49.99,19.49,10265
302,"2012-06-08 01:47:40",302,49.99,19.49,10269
303,"2012-06-08 06:25:01",303,49.99,19.49,10277
304,"2012-06-08 09:11:42",304,49.99,19.49,10291
305,"2012-06-08 10:07:24",305,49.99,19.49,10300
306,"2012-06-08 13:58:12",306,49.99,19.49,10335
307,"2012-06-09 03:07:43",307,49.99,19.49,10411
308,"2012-06-09 14:35:34",308,49.99,19.49,10442
309,"2012-06-09 23:54:32",309,49.99,19.49,10468
310,"2012-06-10 18:55:21",310,49.99,19.49,10517
311,"2012-06-10 19:48:05",311,49.99,19.49,10518
312,"2012-06-10 21:39:55",312,49.99,19.49,10526
313,"2012-06-11 09:36:20",313,49.99,19.49,10575
314,"2012-06-11 10:54:00",314,49.99,19.49,10591
315,"2012-06-11 11:01:26",315,49.99,19.49,10600
316,"2012-06-11 11:47:49",316,49.99,19.49,10605
317,"2012-06-11 18:56:38",317,49.99,19.49,10674
318,"2012-06-12 02:14:58",318,49.99,19.49,10719
319,"2012-06-12 04:20:51",319,49.99,19.49,10721
320,"2012-06-12 11:24:59",320,49.99,19.49,10752
321,"2012-06-12 14:26:12",321,49.99,19.49,10787
322,"2012-06-12 19:17:57",322,49.99,19.49,10837
323,"2012-06-13 06:04:27",323,49.99,19.49,10886
324,"2012-06-13 10:37:39",324,49.99,19.49,10918
325,"2012-06-13 10:58:10",325,49.99,19.49,10922
326,"2012-06-13 11:16:36",326,49.99,19.49,10927
327,"2012-06-13 11:20:33",327,49.99,19.49,10926
328,"2012-06-13 11:50:45",328,49.99,19.49,10937
329,"2012-06-13 12:29:01",329,49.99,19.49,10946
330,"2012-06-13 14:02:27",330,49.99,19.49,10971
331,"2012-06-13 15:21:05",331,49.99,19.49,10985
332,"2012-06-13 17:09:12",332,49.99,19.49,11007
333,"2012-06-14 14:26:25",333,49.99,19.49,11154
334,"2012-06-15 13:58:14",334,49.99,19.49,11322
335,"2012-06-15 23:13:12",335,49.99,19.49,11386
336,"2012-06-16 00:01:59",336,49.99,19.49,11389
337,"2012-06-16 03:33:59",337,49.99,19.49,11397
338,"2012-06-16 12:01:25",338,49.99,19.49,11418
339,"2012-06-17 15:38:35",339,49.99,19.49,11502
340,"2012-06-17 19:48:58",340,49.99,19.49,11520
341,"2012-06-17 22:07:17",341,49.99,19.49,11530
342,"2012-06-17 22:28:00",342,49.99,19.49,11531
343,"2012-06-18 00:56:42",343,49.99,19.49,11543
344,"2012-06-18 13:34:15",344,49.99,19.49,11616
345,"2012-06-18 14:05:16",345,49.99,19.49,11618
346,"2012-06-18 15:11:43",346,49.99,19.49,11629
347,"2012-06-18 18:59:55",347,49.99,19.49,11657
348,"2012-06-18 21:48:03",348,49.99,19.49,11670
349,"2012-06-18 22:57:16",349,49.99,19.49,11677
350,"2012-06-19 11:32:52",350,49.99,19.49,11729
351,"2012-06-19 12:18:16",351,49.99,19.49,11739
352,"2012-06-19 13:30:33",352,49.99,19.49,11756
353,"2012-06-19 13:52:26",353,49.99,19.49,11762
354,"2012-06-19 16:48:25",354,49.99,19.49,11801
355,"2012-06-19 20:11:05",355,49.99,19.49,11835
356,"2012-06-20 11:33:35",356,49.99,19.49,11917
357,"2012-06-20 13:50:01",357,49.99,19.49,11946
358,"2012-06-20 14:47:06",358,49.99,19.49,11957
359,"2012-06-20 16:00:38",359,49.99,19.49,11971
360,"2012-06-20 17:08:38",360,49.99,19.49,11985
361,"2012-06-20 22:54:44",361,49.99,19.49,12028
362,"2012-06-21 04:58:24",362,49.99,19.49,12047
363,"2012-06-21 08:15:41",363,49.99,19.49,12065
364,"2012-06-21 11:10:30",364,49.99,19.49,12086
365,"2012-06-21 16:25:33",365,49.99,19.49,12141
366,"2012-06-21 19:59:44",366,49.99,19.49,12168
367,"2012-06-22 08:41:18",367,49.99,19.49,12216
368,"2012-06-22 11:36:44",368,49.99,19.49,12243
369,"2012-06-22 14:33:43",369,49.99,19.49,12284
370,"2012-06-22 18:49:05",370,49.99,19.49,12321
371,"2012-06-22 19:33:16",371,49.99,19.49,12329
372,"2012-06-23 12:06:08",372,49.99,19.49,12388
373,"2012-06-23 13:40:12",373,49.99,19.49,12394
374,"2012-06-23 16:36:18",374,49.99,19.49,12408
375,"2012-06-23 22:43:23",375,49.99,19.49,12424
376,"2012-06-24 22:23:27",376,49.99,19.49,12478
377,"2012-06-24 22:31:20",377,49.99,19.49,12479
378,"2012-06-25 07:54:20",378,49.99,19.49,12509
379,"2012-06-25 15:26:00",379,49.99,19.49,12568
380,"2012-06-25 16:15:11",380,49.99,19.49,12579
381,"2012-06-25 19:33:29",381,49.99,19.49,12604
382,"2012-06-25 19:54:22",382,49.99,19.49,12605
383,"2012-06-26 11:55:47",383,49.99,19.49,12672
384,"2012-06-26 15:30:33",384,49.99,19.49,12699
385,"2012-06-26 16:06:17",385,49.99,19.49,12708
386,"2012-06-26 18:57:33",386,49.99,19.49,12738
387,"2012-06-26 21:13:49",387,49.99,19.49,12760
388,"2012-06-27 08:32:24",388,49.99,19.49,12807
389,"2012-06-27 08:47:31",389,49.99,19.49,12809
390,"2012-06-27 11:00:53",390,49.99,19.49,12831
391,"2012-06-27 11:54:28",391,49.99,19.49,12837
392,"2012-06-27 17:25:39",392,49.99,19.49,12912
393,"2012-06-27 19:31:05",393,49.99,19.49,12927
394,"2012-06-28 10:23:55",394,49.99,19.49,12988
395,"2012-06-28 13:40:38",395,49.99,19.49,13016
396,"2012-06-28 16:39:38",396,49.99,19.49,13046
397,"2012-06-28 19:34:15",397,49.99,19.49,13073
398,"2012-06-28 20:48:11",398,49.99,19.49,13081
399,"2012-06-28 20:56:06",399,49.99,19.49,13083
400,"2012-06-28 22:09:09",400,49.99,19.49,13089
401,"2012-06-28 22:24:39",401,49.99,19.49,13093
402,"2012-06-28 22:31:35",402,49.99,19.49,13094
403,"2012-06-29 16:09:23",403,49.99,19.49,13194
404,"2012-06-29 18:43:37",404,49.99,19.49,13221
405,"2012-06-30 15:17:20",405,49.99,19.49,13285
406,"2012-06-30 15:36:55",406,49.99,19.49,13287
407,"2012-06-30 19:50:24",407,49.99,19.49,13297
408,"2012-07-01 04:39:15",408,49.99,19.49,13319
409,"2012-07-02 13:24:53",409,49.99,19.49,13460
410,"2012-07-02 16:45:36",410,49.99,19.49,13494
411,"2012-07-02 17:54:02",411,49.99,19.49,13510
412,"2012-07-03 08:18:59",412,49.99,19.49,13571
413,"2012-07-03 10:42:14",413,49.99,19.49,13591
414,"2012-07-03 16:47:31",414,49.99,19.49,13663
415,"2012-07-03 19:10:49",415,49.99,19.49,13694
416,"2012-07-04 05:03:48",416,49.99,19.49,13726
417,"2012-07-04 10:01:15",417,49.99,19.49,13745
418,"2012-07-04 10:47:55",418,49.99,19.49,13752
419,"2012-07-04 11:06:26",419,49.99,19.49,13754
420,"2012-07-04 14:43:10",420,49.99,19.49,13782
421,"2012-07-04 18:29:11",421,49.99,19.49,13812
422,"2012-07-05 00:47:21",422,49.99,19.49,13843
423,"2012-07-05 04:47:21",423,49.99,19.49,13857
424,"2012-07-05 09:59:09",424,49.99,19.49,13880
425,"2012-07-05 11:14:31",425,49.99,19.49,13891
426,"2012-07-05 16:37:59",426,49.99,19.49,13949
427,"2012-07-05 19:49:47",427,49.99,19.49,13975
428,"2012-07-05 20:41:36",428,49.99,19.49,13981
429,"2012-07-06 11:27:19",429,49.99,19.49,14062
430,"2012-07-06 14:55:59",430,49.99,19.49,14098
431,"2012-07-06 18:26:30",431,49.99,19.49,14124
432,"2012-07-06 19:31:49",432,49.99,19.49,14129
433,"2012-07-06 23:22:36",433,49.99,19.49,14147
434,"2012-07-07 03:59:22",434,49.99,19.49,14157
435,"2012-07-07 11:23:00",435,49.99,19.49,14170
436,"2012-07-07 15:54:15",436,49.99,19.49,14186
437,"2012-07-07 17:04:54",437,49.99,19.49,14195
438,"2012-07-08 01:02:03",438,49.99,19.49,14205
439,"2012-07-08 09:24:08",439,49.99,19.49,14219
440,"2012-07-09 01:52:21",440,49.99,19.49,14289
441,"2012-07-09 09:42:21",441,49.99,19.49,14307
442,"2012-07-09 13:16:10",442,49.99,19.49,14346
443,"2012-07-09 13:45:45",443,49.99,19.49,14357
444,"2012-07-09 13:49:41",444,49.99,19.49,14354
445,"2012-07-09 15:11:16",445,49.99,19.49,14377
446,"2012-07-09 16:22:11",446,49.99,19.49,14383
447,"2012-07-10 10:05:45",447,49.99,19.49,14460
448,"2012-07-10 10:29:22",448,49.99,19.49,14462
449,"2012-07-10 11:39:32",449,49.99,19.49,14476
450,"2012-07-10 18:36:11",450,49.99,19.49,14550
451,"2012-07-10 20:15:01",451,49.99,19.49,14564
452,"2012-07-10 21:09:44",452,49.99,19.49,14567
453,"2012-07-11 05:50:22",453,49.99,19.49,14604
454,"2012-07-11 09:23:53",454,49.99,19.49,14623
455,"2012-07-11 12:21:30",455,49.99,19.49,14657
456,"2012-07-11 12:52:47",456,49.99,19.49,14663
457,"2012-07-11 13:24:17",457,49.99,19.49,14671
458,"2012-07-11 13:47:21",458,49.99,19.49,14678
459,"2012-07-11 13:48:14",459,49.99,19.49,14679
460,"2012-07-11 15:06:13",460,49.99,19.49,14688
461,"2012-07-11 16:03:49",461,49.99,19.49,14698
462,"2012-07-12 16:32:46",462,49.99,19.49,14865
463,"2012-07-12 19:04:07",463,49.99,19.49,14889
464,"2012-07-12 19:52:36",464,49.99,19.49,14895
465,"2012-07-12 23:48:07",465,49.99,19.49,14918
466,"2012-07-13 08:10:50",466,49.99,19.49,14943
467,"2012-07-13 10:41:18",467,49.99,19.49,14960
468,"2012-07-13 13:03:58",468,49.99,19.49,14979
469,"2012-07-13 23:45:01",469,49.99,19.49,15051
470,"2012-07-14 02:51:53",470,49.99,19.49,15056
471,"2012-07-14 12:53:11",471,49.99,19.49,15094
472,"2012-07-14 14:57:16",472,49.99,19.49,15102
473,"2012-07-14 15:30:54",473,49.99,19.49,15103
474,"2012-07-15 01:38:13",474,49.99,19.49,15134
475,"2012-07-15 10:16:15",475,49.99,19.49,15153
476,"2012-07-15 12:04:18",476,49.99,19.49,15156
477,"2012-07-15 14:13:43",477,49.99,19.49,15173
478,"2012-07-15 19:03:48",478,49.99,19.49,15188
479,"2012-07-15 19:50:21",479,49.99,19.49,15194
480,"2012-07-16 10:46:43",480,49.99,19.49,15263
481,"2012-07-16 11:31:07",481,49.99,19.49,15269
482,"2012-07-16 13:27:03",482,49.99,19.49,15292
483,"2012-07-16 15:25:14",483,49.99,19.49,15313
484,"2012-07-16 18:34:41",484,49.99,19.49,15339
485,"2012-07-16 19:17:59",485,49.99,19.49,15343
486,"2012-07-17 00:45:50",486,49.99,19.49,15366
487,"2012-07-17 05:43:11",487,49.99,19.49,15375
488,"2012-07-17 13:18:34",488,49.99,19.49,15440
489,"2012-07-17 13:23:08",489,49.99,19.49,15444
490,"2012-07-17 17:21:16",490,49.99,19.49,15490
491,"2012-07-17 18:08:05",491,49.99,19.49,15503
492,"2012-07-17 20:29:43",492,49.99,19.49,15527
493,"2012-07-17 21:21:08",493,49.99,19.49,15534
494,"2012-07-18 08:25:04",494,49.99,19.49,15570
495,"2012-07-18 10:18:16",495,49.99,19.49,15584
496,"2012-07-18 22:06:59",496,49.99,19.49,15711
497,"2012-07-18 23:31:30",497,49.99,19.49,15716
498,"2012-07-19 11:13:56",498,49.99,19.49,15776
499,"2012-07-19 15:54:59",499,49.99,19.49,15819
500,"2012-07-19 17:43:50",500,49.99,19.49,15845
501,"2012-07-19 21:50:52",501,49.99,19.49,15872
502,"2012-07-19 23:02:09",502,49.99,19.49,15883
503,"2012-07-20 00:24:37",503,49.99,19.49,15891
504,"2012-07-20 05:33:28",504,49.99,19.49,15903
505,"2012-07-20 07:15:50",505,49.99,19.49,15907
506,"2012-07-20 08:57:24",506,49.99,19.49,15918
507,"2012-07-20 15:29:01",507,49.99,19.49,15984
508,"2012-07-20 16:43:14",508,49.99,19.49,16003
509,"2012-07-20 16:48:55",509,49.99,19.49,16002
510,"2012-07-20 17:02:38",510,49.99,19.49,16005
511,"2012-07-20 17:06:32",511,49.99,19.49,16004
512,"2012-07-20 17:10:04",512,49.99,19.49,16007
513,"2012-07-20 18:44:15",513,49.99,19.49,16025
514,"2012-07-20 20:41:06",514,49.99,19.49,16037
515,"2012-07-20 20:52:28",515,49.99,19.49,16038
516,"2012-07-21 04:05:00",516,49.99,19.49,16061
517,"2012-07-21 08:55:15",517,49.99,19.49,16069
518,"2012-07-21 11:33:18",518,49.99,19.49,16076
519,"2012-07-21 18:06:33",519,49.99,19.49,16099
520,"2012-07-21 23:59:25",520,49.99,19.49,16115
521,"2012-07-22 03:43:01",521,49.99,19.49,16121
522,"2012-07-22 12:55:16",522,49.99,19.49,16145
523,"2012-07-22 20:55:07",523,49.99,19.49,16172
524,"2012-07-23 03:10:58",524,49.99,19.49,16190
525,"2012-07-23 06:09:52",525,49.99,19.49,16200
526,"2012-07-23 08:47:18",526,49.99,19.49,16214
527,"2012-07-23 10:07:03",527,49.99,19.49,16230
528,"2012-07-23 13:33:06",528,49.99,19.49,16273
529,"2012-07-23 17:31:02",529,49.99,19.49,16308
530,"2012-07-23 18:23:49",530,49.99,19.49,16320
531,"2012-07-24 10:38:29",531,49.99,19.49,16405
532,"2012-07-24 11:09:44",532,49.99,19.49,16412
533,"2012-07-24 12:25:30",533,49.99,19.49,16421
534,"2012-07-24 16:37:52",534,49.99,19.49,16462
535,"2012-07-24 20:59:33",535,49.99,19.49,16505
536,"2012-07-24 21:17:15",536,49.99,19.49,16507
537,"2012-07-24 22:25:22",537,49.99,19.49,16509
538,"2012-07-25 03:01:08",538,49.99,19.49,16519
539,"2012-07-25 12:00:02",539,49.99,19.49,16581
540,"2012-07-25 12:06:20",540,49.99,19.49,16587
541,"2012-07-25 12:09:18",541,49.99,19.49,16586
542,"2012-07-25 12:14:12",542,49.99,19.49,16589
543,"2012-07-25 17:50:25",543,49.99,19.49,16641
544,"2012-07-26 01:13:26",544,49.99,19.49,16689
545,"2012-07-26 09:45:11",545,49.99,19.49,16721
546,"2012-07-26 12:59:30",546,49.99,19.49,16751
547,"2012-07-26 14:54:17",547,49.99,19.49,16768
548,"2012-07-26 15:48:29",548,49.99,19.49,16779
549,"2012-07-26 18:18:16",549,49.99,19.49,16807
550,"2012-07-26 20:26:05",550,49.99,19.49,16825
551,"2012-07-26 22:51:32",551,49.99,19.49,16839
552,"2012-07-27 04:28:00",552,49.99,19.49,16852
553,"2012-07-27 06:31:24",553,49.99,19.49,16859
554,"2012-07-27 06:56:07",554,49.99,19.49,16862
555,"2012-07-27 11:14:55",555,49.99,19.49,16897
556,"2012-07-27 12:38:13",556,49.99,19.49,16912
557,"2012-07-27 19:36:31",557,49.99,19.49,16971
558,"2012-07-28 01:14:14",558,49.99,19.49,16993
559,"2012-07-28 13:24:23",559,49.99,19.49,17033
560,"2012-07-28 14:15:42",560,49.99,19.49,17038
561,"2012-07-28 20:52:03",561,49.99,19.49,17061
562,"2012-07-29 12:51:38",562,49.99,19.49,17096
563,"2012-07-29 17:11:18",563,49.99,19.49,17120
564,"2012-07-29 20:39:03",564,49.99,19.49,17129
565,"2012-07-29 23:11:31",565,49.99,19.49,17141
566,"2012-07-30 08:57:32",566,49.99,19.49,17192
567,"2012-07-30 14:53:20",567,49.99,19.49,17274
568,"2012-07-30 15:16:41",568,49.99,19.49,17276
569,"2012-07-30 17:27:05",569,49.99,19.49,17298
570,"2012-07-31 02:30:41",570,49.99,19.49,17370
571,"2012-07-31 03:32:22",571,49.99,19.49,17376
572,"2012-07-31 05:02:09",572,49.99,19.49,17381
573,"2012-07-31 11:21:31",573,49.99,19.49,17421
574,"2012-07-31 13:27:41",574,49.99,19.49,17451
575,"2012-07-31 16:34:26",575,49.99,19.49,17503
576,"2012-07-31 22:55:03",576,49.99,19.49,17553
577,"2012-08-01 08:39:11",577,49.99,19.49,17593
578,"2012-08-01 08:44:10",578,49.99,19.49,17594
579,"2012-08-01 12:03:39",579,49.99,19.49,17642
580,"2012-08-01 12:40:03",580,49.99,19.49,17656
581,"2012-08-01 12:42:29",581,49.99,19.49,17657
582,"2012-08-01 13:49:30",582,49.99,19.49,17670
583,"2012-08-01 15:27:35",583,49.99,19.49,17694
584,"2012-08-01 15:43:39",584,49.99,19.49,17702
585,"2012-08-01 18:03:07",585,49.99,19.49,17729
586,"2012-08-01 21:09:03",586,49.99,19.49,17760
587,"2012-08-02 01:58:58",587,49.99,19.49,17780
588,"2012-08-02 02:04:06",588,49.99,19.49,17781
589,"2012-08-02 08:47:40",589,49.99,19.49,17802
590,"2012-08-02 08:51:55",590,49.99,19.49,17801
591,"2012-08-02 09:04:40",591,49.99,19.49,17803
592,"2012-08-02 10:19:15",592,49.99,19.49,17815
593,"2012-08-02 11:39:01",593,49.99,19.49,17829
594,"2012-08-02 13:14:31",594,49.99,19.49,17851
595,"2012-08-02 13:33:45",595,49.99,19.49,17860
596,"2012-08-02 13:44:42",596,49.99,19.49,17863
597,"2012-08-02 13:56:20",597,49.99,19.49,17868
598,"2012-08-02 16:32:03",598,49.99,19.49,17903
599,"2012-08-02 17:20:57",599,49.99,19.49,17912
600,"2012-08-02 17:54:09",600,49.99,19.49,17918
601,"2012-08-02 18:28:21",601,49.99,19.49,17926
602,"2012-08-02 22:52:26",602,49.99,19.49,17964
603,"2012-08-03 00:26:06",603,49.99,19.49,17973
604,"2012-08-03 10:05:00",604,49.99,19.49,18021
605,"2012-08-03 10:15:53",605,49.99,19.49,18025
606,"2012-08-03 10:32:05",606,49.99,19.49,18029
607,"2012-08-03 11:44:39",607,49.99,19.49,18058
608,"2012-08-03 12:02:06",608,49.99,19.49,18059
609,"2012-08-03 12:36:47",609,49.99,19.49,18066
610,"2012-08-03 13:15:11",610,49.99,19.49,18078
611,"2012-08-03 14:41:20",611,49.99,19.49,18096
612,"2012-08-03 18:22:47",612,49.99,19.49,18124
613,"2012-08-03 23:10:27",613,49.99,19.49,18145
614,"2012-08-04 02:05:48",614,49.99,19.49,18154
615,"2012-08-04 06:56:21",615,49.99,19.49,18170
616,"2012-08-04 23:18:06",616,49.99,19.49,18238
617,"2012-08-05 13:21:34",617,49.99,19.49,18290
618,"2012-08-05 15:53:02",618,49.99,19.49,18295
619,"2012-08-05 19:04:14",619,49.99,19.49,18305
620,"2012-08-06 05:00:42",620,49.99,19.49,18351
621,"2012-08-06 08:03:53",621,49.99,19.49,18365
622,"2012-08-06 09:51:16",622,49.99,19.49,18376
623,"2012-08-06 12:18:50",623,49.99,19.49,18413
624,"2012-08-06 12:22:26",624,49.99,19.49,18420
625,"2012-08-06 14:05:41",625,49.99,19.49,18439
626,"2012-08-06 16:25:07",626,49.99,19.49,18467
627,"2012-08-06 17:18:57",627,49.99,19.49,18478
628,"2012-08-07 12:47:53",628,49.99,19.49,18627
629,"2012-08-07 14:01:50",629,49.99,19.49,18643
630,"2012-08-07 14:37:19",630,49.99,19.49,18655
631,"2012-08-07 15:51:04",631,49.99,19.49,18662
632,"2012-08-07 17:29:47",632,49.99,19.49,18687
633,"2012-08-07 22:07:11",633,49.99,19.49,18729
634,"2012-08-08 10:51:17",634,49.99,19.49,18800
635,"2012-08-08 13:56:51",635,49.99,19.49,18843
636,"2012-08-08 15:13:33",636,49.99,19.49,18867
637,"2012-08-08 15:29:41",637,49.99,19.49,18872
638,"2012-08-08 16:15:40",638,49.99,19.49,18884
639,"2012-08-08 16:46:40",639,49.99,19.49,18891
