UF;COD. UF;COD. MUNIC;NOME DO MUNICiPIO;populacao
BA;29;28950;Sao Domingos;8.417
BA;29;29008;Sao Felix;10.946
BA;29;29057;Sao Felix do Coribe;15.704
BA;29;29107;Sao Felipe;20.286
BA;29;29206;Sao Francisco do Conde;37.892
BA;29;29255;Sao Gabriel;18.417
BA;29;29305;Sao Goncalo dos Campos;39.570
BA;29;29354;Sao Jose da Vitoria;5.321
BA;29;29370;Sao Jose do Jacuipe;10.195
BA;29;29404;Sao Miguel das Matas;10.334
BA;29;29503;Sao Sebastiao do Passe;40.376
BA;29;29602;Sapeacu;17.993
BA;29;29701;Satiro Dias;16.021
BA;29;29750;Saubara;11.433
BA;29;29800;Saude;10.482
BA;29;29909;Seabra;49.587
BA;29;30006;Sebastiao Laranjeiras;9.373
BA;29;30105;Senhor do Bonfim;77.514
BA;29;30154;Serra do Ramalho;34.270
BA;29;30204;Sento Se;37.389
BA;29;30303;Serra Dourada;16.691
BA;29;30402;Serra Preta;18.090
BA;29;30501;Serrinha;85.696
BA;29;30600;Serrolandia;13.320
BA;29;30709;Simoes Filho;127.093
BA;29;30758;Sitio do Mato;13.408
BA;29;30766;Sitio do Quinto;14.778
BA;29;30774;Sobradinho;24.799
BA;29;30808;Souto Soares;16.904
BA;29;30907;Tabocas do Brejo Velho;11.990
BA;29;31004;Tanhacu;21.407
BA;29;31053;Tanque Novo;18.459
BA;29;31103;Tanquinho;7.729
BA;29;31202;Taperoa;18.016
BA;29;31301;Tapiramuta;15.884
BA;29;31350;Teixeira de Freitas;147.454
BA;29;31400;Teodoro Sampaio;7.220
BA;29;31509;Teofilandia;21.811
BA;29;31608;Teolandia;15.892
BA;29;31707;Terra Nova;10.802
BA;29;31806;Tremedal;17.497
BA;29;31905;Tucano;48.062
BA;29;32002;Uaua;24.654
BA;29;32101;Ubaira;18.605
BA;29;32200;Ubaitaba;17.626
BA;29;32309;Ubata;18.161
BA;29;32408;Uibai;14.844
BA;29;32457;Umburanas;13.511
BA;29;32507;Una;17.998
BA;29;32606;Urandi;15.365
BA;29;32705;Urucuca;21.365
BA;29;32804;Utinga;16.285
BA;29;32903;Valenca;96.226
BA;29;33000;Valente;23.683
BA;29;33059;Varzea da Roca;13.043
BA;29;33109;Varzea do Poco;8.115
BA;29;33158;Varzea Nova;13.369
BA;29;33174;Varzedo;9.913
BA;29;33208;Vera Cruz;40.915
BA;29;33257;Vereda;7.072
BA;29;33307;Vitoria da Conquista;387.524
BA;29;33406;Wagner;8.861
BA;29;33455;Wanderley;13.071
BA;29;33505;Wenceslau Guimaraes;26.279
BA;29;33604;Xique-Xique;46.328
MG;31;104;Abadia dos Dourados;6.235
MG;31;203;Abaete;22.492
MG;31;302;Abre Campo;13.882
MG;31;401;Acaiaca;3.920
MG;31;500;Acucena;9.229
MG;31;609;agua Boa;12.390
MG;31;708;agua Comprida;2.085
MG;31;807;Aguanil;4.362
MG;31;906;aguas Formosas;18.430
MG;31;1003;aguas Vermelhas;14.026
MG;31;1102;Aimores;24.934
MG;31;1201;Aiuruoca;6.225
MG;31;1300;Alagoa;2.646
MG;31;1409;Albertina;2.941
MG;31;1508;Alem Paraiba;30.608
MG;31;1607;Alfenas;79.175
MG;31;1631;Alfredo Vasconcelos;6.938
MG;31;1706;Almenara;39.915
MG;31;1805;Alpercata;6.403
MG;31;1904;Alpinopolis;17.883
MG;31;2001;Alterosa;13.697
MG;31;2050;Alto Caparao;5.796
MG;31;2100;Alto Rio Doce;10.894
MG;31;2209;Alvarenga;3.858
MG;31;2308;Alvinopolis;15.178
MG;31;2407;Alvorada de Minas;4.065
MG;31;2506;Amparo do Serra;4.472
MG;31;2605;Andradas;40.522
MG;31;2704;Cachoeira de Pajeu;9.020
MG;31;2803;Andrelandia;11.730
MG;31;2852;Angelandia;7.730
MG;31;2902;Antonio Carlos;11.095
MG;31;3009;Antonio Dias;9.248
MG;31;3108;Antonio Prado de Minas;1.537
MG;31;3207;Aracai;2.174
MG;31;3306;Aracitaba;1.804
MG;31;3405;Aracuai;34.807
MG;31;3504;Araguari;121.424
MG;31;3603;Arantina;2.916
MG;31;3702;Araponga;8.048
MG;31;3751;Arapora;8.543
MG;31;3801;Arapua;2.621
MG;31;3900;Araujos;9.192
MG;31;4007;Araxa;116.561
MG;31;4106;Arceburgo;9.278
MG;31;4205;Arcos;41.635
MG;31;4304;Areado;13.752
MG;31;4403;Argirita;2.717
MG;31;4452;Aricanduva;4.721
MG;31;4502;Arinos;18.526
MG;31;4601;Astolfo Dutra;14.239
MG;31;4700;Ataleia;13.744
MG;31;4809;Augusto de Lima;4.507
MG;31;4908;Baependi;18.261
MG;31;5004;Baldim;7.336
MG;31;5103;Bambui;23.545
MG;31;5202;Bandeira;4.606
MG;31;5301;Bandeira do Sul;5.968
MG;31;5400;Barao de Cocais;30.643
MG;31;5509;Barao de Monte Alto;4.965
MG;31;5608;Barbacena;122.894
MG;31;5707;Barra Longa;5.678
MG;31;5905;Barroso;19.802
MG;31;6002;Bela Vista de Minas;9.505
MG;31;6101;Belmiro Braga;2.905
MG;31;6200;Belo Horizonte;2.392.678
MG;31;6309;Belo Oriente;22.149
MG;31;6408;Belo Vale;8.632
MG;31;6507;Berilo;9.615
MG;31;6606;Bertopolis;4.457
MG;31;6655;Berizal;4.191
MG;31;6705;Betim;428.956
MG;31;6804;Bias Fortes;3.357
MG;31;6903;Bicas;13.935
MG;31;7000;Biquinhas;2.356
MG;31;7109;Boa Esperanca;41.060
MG;31;7208;Bocaina de Minas;5.316
MG;31;7307;Bocaiuva;50.185
MG;31;7406;Bom Despacho;53.750
MG;31;7505;Bom Jardim de Minas;6.771
MG;31;7604;Bom Jesus da Penha;4.479
MG;31;7703;Bom Jesus do Amparo;5.592
MG;31;7802;Bom Jesus do Galho;14.668
MG;31;7901;Bom Repouso;12.645
MG;31;8008;Bom Sucesso;18.045
MG;31;8107;Bonfim;7.377
MG;31;8206;Bonfinopolis de Minas;5.729
MG;31;8255;Bonito de Minas;9.917
MG;31;8305;Borda da Mata;17.581
MG;31;8404;Botelhos;14.703
MG;31;8503;Botumirim;5.760
MG;31;8552;Brasilandia de Minas;14.696
MG;31;8602;Brasilia de Minas;31.246
MG;31;8701;Bras Pires;4.258
MG;31;8800;Braunas;4.443
MG;31;8909;Brazopolis;13.981
MG;31;9006;Brumadinho;38.640
MG;31;9105;Bueno Brandao;10.761
MG;31;9204;Buenopolis;9.058
MG;31;9253;Bugre;4.041
MG;31;9303;Buritis;25.223
MG;31;9402;Buritizeiro;23.687
MG;31;9451;Cabeceira Grande;6.485
MG;31;9501;Cabo Verde;11.276
MG;31;9600;Cachoeira da Prata;3.707
MG;31;9709;Cachoeira de Minas;11.759
MG;31;9808;Cachoeira Dourada;2.310
MG;31;9907;Caetanopolis;11.425
MG;31;10004;Caete;39.578
MG;31;10103;Caiana;5.307
MG;31;10202;Cajuri;4.080
MG;31;10301;Caldas;15.082
MG;31;10400;Camacho;3.028
MG;31;10509;Camanducaia;27.942
MG;31;10608;Cambui;29.584
MG;31;10707;Cambuquira;12.309
MG;31;10806;Campanario;2.737
MG;31;10905;Campanha;15.856
MG;31;11002;Campestre;21.585
MG;31;11101;Campina Verde;17.817
MG;31;11150;Campo Azul;3.615
MG;31;11200;Campo Belo;52.318
MG;31;11309;Campo do Meio;11.268
MG;31;11408;Campo Florido;8.181
MG;31;11507;Campos Altos;13.359
MG;31;11606;Campos Gerais;25.972
MG;31;11705;Canaa;4.715
MG;31;11804;Canapolis;9.844
MG;31;11903;Cana Verde;5.272
MG;31;12000;Candeias;14.017
MG;31;12059;Cantagalo;3.937
MG;31;12109;Caparao;4.978
MG;31;12208;Capela Nova;4.369
MG;31;12307;Capelinha;39.472
MG;31;12406;Capetinga;6.473
MG;31;12505;Capim Branco;10.706
MG;31;12604;Capinopolis;14.392
MG;31;12653;Capitao Andrade;4.483
MG;31;12703;Capitao Eneas;14.633
MG;31;12802;Capitolio;9.794
MG;31;12901;Caputira;8.976
MG;31;13008;Carai;19.251
MG;31;13107;Caranaiba;2.937
MG;31;13206;Carandai;23.826
MG;31;13305;Carangola;30.778
MG;31;13404;Caratinga;88.311
MG;31;13503;Carbonita;8.480
MG;31;13602;Careacu;6.739
MG;31;13701;Carlos Chagas;18.531
MG;31;13800;Carmesia;2.614
MG;31;13909;Carmo da Cachoeira;11.537
MG;31;14006;Carmo da Mata;10.940
MG;31;14105;Carmo de Minas;13.286
MG;31;14204;Carmo do Cajuru;23.374
MG;31;14303;Carmo do Paranaiba;28.883
MG;31;14402;Carmo do Rio Claro;20.725
MG;31;14501;Carmopolis de Minas;17.596
MG;31;14550;Carneirinho;9.401
MG;31;14600;Carrancas;4.049
MG;31;14709;Carvalhopolis;3.333
MG;31;14808;Carvalhos;4.374
MG;31;14907;Casa Grande;2.210
MG;31;15003;Cascalho Rico;2.705
MG;31;15102;Cassia;16.923
MG;31;15201;Conceicao da Barra de Minas;3.588
MG;31;15300;Cataguases;68.214
MG;31;15359;Catas Altas;5.486
MG;31;15409;Catas Altas da Noruega;2.918
MG;31;15458;Catuji;7.035
MG;31;15474;Catuti;4.730
MG;31;15508;Caxambu;21.011
MG;31;15607;Cedro do Abaete;1.072
MG;31;15706;Central de Minas;6.149
MG;31;15805;Centralina;10.207
MG;31;15904;Chacara;3.092
MG;31;16001;Chale;6.079
MG;31;16100;Chapada do Norte;9.913
MG;31;16159;Chapada Gaucha;12.237
MG;31;16209;Chiador;2.800
MG;31;16308;Cipotanea;5.623
MG;31;16407;Claraval;4.658
MG;31;16506;Claro dos Pocoes;7.011
MG;31;16605;Claudio;31.388
MG;31;16704;Coimbra;7.078
MG;31;16803;Coluna;8.072
MG;31;16902;Comendador Gomes;2.708
MG;31;17009;Comercinho;6.681
MG;31;17108;Conceicao da Aparecida;10.408
MG;31;17207;Conceicao das Pedras;2.752
MG;31;17306;Conceicao das Alagoas;26.423
MG;31;17405;Conceicao de Ipanema;4.366
MG;31;17504;Conceicao do Mato Dentro;23.345
MG;31;17603;Conceicao do Para;5.303
MG;31;17702;Conceicao do Rio Verde;12.495
MG;31;17801;Conceicao dos Ouros;10.774
MG;31;17836;Conego Marinho;7.246
MG;31;17876;Confins;7.428
MG;31;17900;Congonhal;10.969
MG;31;18007;Congonhas;55.562
MG;31;18106;Congonhas do Norte;4.830
MG;31;18205;Conquista;6.679
MG;31;18304;Conselheiro Lafaiete;134.537
MG;31;18403;Conselheiro Pena;19.998
MG;31;18502;Consolacao;1.552
MG;31;18601;Contagem;615.621
MG;31;18700;Coqueiral;9.002
MG;31;18809;Coracao de Jesus;24.951
MG;31;18908;Cordisburgo;7.548
MG;31;19005;Cordislandia;3.208
MG;31;19104;Corinto;22.992
MG;31;19203;Coroaci;10.870
MG;31;19302;Coromandel;29.233
MG;31;19401;Coronel Fabriciano;96.621
MG;31;19500;Coronel Murta;8.128
MG;31;19609;Coronel Pacheco;2.702
MG;31;19708;Coronel Xavier Chaves;3.474
MG;31;19807;Corrego Danta;3.304
MG;31;19906;Corrego do Bom Jesus;4.263
MG;31;19955;Corrego Fundo;6.105
MG;31;20003;Corrego Novo;2.876
MG;31;20102;Couto de Magalhaes de Minas;4.217
MG;31;20151;Crisolita;4.979
MG;31;20201;Cristais;12.184
MG;31;20300;Cristalia;4.977
MG;31;20409;Cristiano Otoni;4.671
MG;31;20508;Cristina;10.379
MG;31;20607;Crucilandia;5.779
MG;31;20706;Cruzeiro da Fortaleza;3.492
MG;31;20805;Cruzilia;15.223
MG;31;20839;Cuparaque;3.963
MG;31;20870;Curral de Dentro;7.406
MG;31;20904;Curvelo;82.335
MG;31;21001;Datas;5.459
MG;31;21100;Delfim Moreira;7.820
MG;31;21209;Delfinopolis;8.343
MG;31;21258;Delta;9.852
MG;31;21308;Descoberto;4.917
MG;31;21407;Desterro de Entre Rios;7.633
MG;31;21506;Desterro do Melo;2.997
MG;31;21605;Diamantina;47.798
MG;31;21704;Diogo de Vasconcelos;3.548
MG;31;21803;Dionisio;7.010
MG;31;21902;Divinesia;4.190
MG;31;22009;Divino;20.705
MG;31;22108;Divino das Laranjeiras;4.128
MG;31;22207;Divinolandia de Minas;6.457
MG;31;22306;Divinopolis;248.581
MG;31;22355;Divisa Alegre;6.321
MG;31;22405;Divisa Nova;5.791
MG;31;22454;Divisopolis;10.206
MG;31;22470;Dom Bosco;3.698
MG;31;22504;Dom Cavati;4.904
MG;31;22603;Dom Joaquim;4.920
MG;31;22702;Dom Silverio;4.991
MG;31;22801;Dom Vicoso;3.095
MG;31;22900;Dona Euzebia;6.122
MG;31;23007;Dores de Campos;9.956
MG;31;23106;Dores de Guanhaes;4.984
MG;31;23205;Dores do Indaia;12.534
MG;31;23304;Dores do Turvo;4.988
MG;31;23403;Doresopolis;1.378
MG;31;23502;Douradoquara;1.779
MG;31;23528;Durande;7.832
MG;31;23601;Eloi Mendes;26.283
MG;31;23700;Engenheiro Caldas;13.629
MG;31;23809;Engenheiro Navarro;6.318
MG;31;23858;Entre Folhas;4.862
MG;31;23908;Entre Rios de Minas;14.952
MG;31;24005;Ervalia;20.028
MG;31;24104;Esmeraldas;102.608
MG;31;24203;Espera Feliz;24.081
MG;31;24302;Espinosa;29.650
MG;31;24401;Espirito Santo do Dourado;5.832
MG;31;24500;Estiva;11.520
MG;31;24609;Estrela Dalva;2.142
MG;31;24708;Estrela do Indaia;2.764
MG;31;24807;Estrela do Sul;6.717
MG;31;24906;Eugenopolis;10.805
MG;31;25002;Ewbank da Camara;3.863
MG;31;25101;Extrema;53.520
MG;31;25200;Fama;2.542
MG;31;25309;Faria Lemos;3.209
MG;31;25408;Felicio dos Santos;5.126
MG;31;25507;Sao Goncalo do Rio Preto;3.035
MG;31;25606;Felisburgo;6.424
MG;31;25705;Felixlandia;14.084
MG;31;25804;Fernandes Tourinho;2.653
MG;31;25903;Ferros;9.210
MG;31;25952;Fervedouro;10.452
MG;31;26000;Florestal;8.201
MG;31;26109;Formiga;68.099
MG;31;26208;Formoso;7.801
MG;31;26307;Fortaleza de Minas;3.479
MG;31;26406;Fortuna de Minas;3.102
MG;31;26505;Francisco Badaro;8.795
MG;31;26604;Francisco Dumont;4.472
MG;31;26703;Francisco Sa;21.504
MG;31;26752;Franciscopolis;5.040
MG;31;26802;Frei Gaspar;5.617
MG;31;26901;Frei Inocencio;8.190
MG;31;26950;Frei Lagonegro;3.391
MG;31;27008;Fronteira;13.668
MG;31;27057;Fronteira dos Vales;4.336
MG;31;27073;Fruta de Leite;4.594
MG;31;27107;Frutal;63.663
MG;31;27206;Funilandia;4.699
MG;31;27305;Galileia;6.168
MG;31;27339;Gameleiras;4.782
MG;31;27354;Glaucilandia;2.637
MG;31;27370;Goiabeira;2.816
MG;31;27388;Goiana;4.064
MG;31;27404;Goncalves;4.649
MG;31;27503;Gonzaga;5.189
MG;31;27602;Gouveia;11.398
MG;31;27701;Governador Valadares;262.499
MG;31;27800;Grao Mogol;13.094
MG;31;27909;Grupiara;1.392
MG;31;28006;Guanhaes;31.702
MG;31;28105;Guape;13.781
MG;31;28204;Guaraciaba;10.487
MG;31;28253;Guaraciama;5.010
MG;31;28303;Guaranesia;19.209
MG;31;28402;Guarani;7.487
MG;31;28501;Guarara;3.070
MG;31;28600;Guarda-Mor;6.539
MG;31;28709;Guaxupe;51.015
MG;31;28808;Guidoval;7.163
MG;31;28907;Guimarania;8.600
MG;31;29004;Guiricema;7.708
MG;31;29103;Gurinhata;5.140
MG;31;29202;Heliodora;6.325
MG;31;29301;Iapu;12.012
MG;31;29400;Ibertioga;5.204
MG;31;29509;Ibia;24.271
MG;31;29608;Ibiai;6.314
MG;31;29657;Ibiracatu;5.409
MG;31;29707;Ibiraci;10.780
MG;31;29806;Ibirite;181.943
MG;31;29905;Ibitiura de Minas;3.368
MG;31;30002;Ibituruna;2.464
MG;31;30051;Icarai de Minas;10.682
MG;31;30101;Igarape;44.920
MG;31;30200;Igaratinga;11.095
MG;31;30309;Iguatama;6.749
MG;31;30408;Ijaci;6.263
MG;31;30507;Ilicinea;12.741
MG;31;30556;Imbe de Minas;6.992
MG;31;30606;Inconfidentes;7.274
MG;31;30655;Indaiabira;6.346
MG;31;30705;Indianopolis;6.104
MG;31;30804;Ingai;2.476
MG;31;30903;Inhapim;22.327
MG;31;31000;Inhauma;6.213
MG;31;31109;Inimutaba;7.434
MG;31;31158;Ipaba;16.552
MG;31;31208;Ipanema;19.209
MG;31;31307;Ipatinga;211.094
MG;31;31406;Ipiacu;3.715
MG;31;31505;Ipuiuna;9.104
MG;31;31604;Irai de Minas;7.868
MG;31;31703;Itabira;110.335
MG;31;31802;Itabirinha;10.112
MG;31;31901;Itabirito;58.544
MG;31;32008;Itacambira;3.880
MG;31;32107;Itacarambi;16.355
MG;31;32206;Itaguara;14.408
MG;31;32305;Itaipe;10.302
MG;31;32404;Itajuba;90.776
MG;31;32503;Itamarandiba;32.321
MG;31;32602;Itamarati de Minas;3.696
MG;31;32701;Itambacuri;21.080
MG;31;32800;Itambe do Mato Dentro;2.140
MG;31;32909;Itamogi;10.781
MG;31;33006;Itamonte;14.569
MG;31;33105;Itanhandu;15.226
MG;31;33204;Itanhomi;11.158
MG;31;33303;Itaobim;19.025
MG;31;33402;Itapagipe;14.896
MG;31;33501;Itapecerica;21.534
MG;31;33600;Itapeva;12.305
MG;31;33709;Itatiaiucu;16.257
MG;31;33758;Itau de Minas;14.293
MG;31;33808;Itauna;95.967
MG;31;33907;Itaverava;5.650
MG;31;34004;Itinga;12.569
MG;31;34103;Itueta;5.804
MG;31;34202;Ituiutaba;97.409
MG;31;34301;Itumirim;6.642
MG;31;34400;Iturama;38.172
MG;31;34509;Itutinga;4.218
MG;31;34608;Jaboticatubas;19.697
MG;31;34707;Jacinto;10.793
MG;31;34806;Jacui;7.515
MG;31;34905;Jacutinga;25.538
MG;31;35001;Jaguaracu;3.106
MG;31;35050;Jaiba;36.945
MG;31;35076;Jampruca;4.261
MG;31;35100;Janauba;70.001
MG;31;35209;Januaria;65.279
MG;31;35308;Japaraiba;4.509
MG;31;35357;Japonvar;7.861
MG;31;35407;Jeceaba;6.344
MG;31;35456;Jenipapo de Minas;6.000
MG;31;35506;Jequeri;12.693
MG;31;35605;Jequitai;6.449
MG;31;35704;Jequitiba;5.900
MG;31;35803;Jequitinhonha;22.262
MG;31;35902;Jesuania;5.138
MG;31;36009;Joaima;12.732
MG;31;36108;Joanesia;4.333
MG;31;36207;Joao Monlevade;75.838
MG;31;36306;Joao Pinheiro;47.702
MG;31;36405;Joaquim Felicio;3.778
MG;31;36504;Jordania;8.866
MG;31;36520;Jose Goncalves de Minas;3.922
MG;31;36553;Jose Raydan;4.267
MG;31;36579;Josenopolis;3.607
MG;31;36603;Nova Uniao;5.729
MG;31;36652;Juatuba;31.409
MG;31;36702;Juiz de Fora;557.777
MG;31;36801;Juramento;3.585
MG;31;36900;Juruaia;11.000
MG;31;36959;Juvenilia;5.793
MG;31;37007;Ladainha;13.868
MG;31;37106;Lagamar;7.106
MG;31;37205;Lagoa da Prata;52.051
MG;31;37304;Lagoa dos Patos;3.293
MG;31;37403;Lagoa Dourada;12.611
MG;31;37502;Lagoa Formosa;19.050
MG;31;37536;Lagoa Grande;9.096
MG;31;37601;Lagoa Santa;70.678
MG;31;37700;Lajinha;20.667
MG;31;37809;Lambari;20.449
MG;31;37908;Lamim;3.184
MG;31;38005;Laranjal;5.806
MG;31;38104;Lassance;7.089
MG;31;38203;Lavras;98.602
MG;31;38302;Leandro Ferreira;3.121
MG;31;38351;Leme do Prado;4.312
MG;31;38401;Leopoldina;49.020
MG;31;38500;Liberdade;4.713
MG;31;38609;Lima Duarte;17.248
MG;31;38625;Limeira do Oeste;8.582
MG;31;38658;Lontra;8.778
MG;31;38674;Luisburgo;6.961
MG;31;38682;Luislandia;6.158
MG;31;38708;Luminarias;5.586
MG;31;38807;Luz;17.972
MG;31;38906;Machacalis;6.440
MG;31;39003;Machado;36.932
MG;31;39102;Madre de Deus de Minas;5.191
MG;31;39201;Malacacheta;16.905
MG;31;39250;Mamonas;5.993
MG;31;39300;Manga;18.882
MG;31;39409;Manhuacu;88.787
MG;31;39508;Manhumirim;19.812
MG;31;39607;Mantena;26.352
MG;31;39706;Maravilhas;7.300
MG;31;39805;Mar de Espanha;12.400
MG;31;39904;Maria da Fe;14.241
MG;31;40001;Mariana;64.890
MG;31;40100;Marilac;4.044
MG;31;40159;Mario Campos;15.969
MG;31;40209;Maripa de Minas;3.383
MG;31;40308;Marlieria;4.577
MG;31;40407;Marmelopolis;3.169
MG;31;40506;Martinho Campos;13.979
MG;31;40530;Martins Soares;8.267
MG;31;40555;Mata Verde;10.096
MG;31;40605;Materlandia;3.845
MG;31;40704;Mateus Leme;43.996
MG;31;40803;Matias Barbosa;14.019
MG;31;40852;Matias Cardoso;8.879
MG;31;40902;Matipo;18.506
MG;31;41009;Mato Verde;12.045
MG;31;41108;Matozinhos;36.927
MG;31;41207;Matutina;3.807
MG;31;41306;Medeiros;3.965
MG;31;41405;Medina;19.199
MG;31;41504;Mendes Pimentel;5.535
MG;31;41603;Merces;9.865
MG;31;41702;Mesquita;5.043
MG;31;41801;Minas Novas;24.117
MG;31;41900;Minduri;3.690
MG;31;42007;Mirabela;13.286
MG;31;42106;Miradouro;8.935
MG;31;42205;Mirai;13.630
MG;31;42254;Miravania;3.984
MG;31;42304;Moeda;5.186
MG;31;42403;Moema;8.302
MG;31;42502;Monjolos;2.154
MG;31;42601;Monsenhor Paulo;8.336
MG;31;42700;Montalvania;14.065
MG;31;42809;Monte Alegre de Minas;20.004
MG;31;42908;Monte Azul;20.345
MG;31;43005;Monte Belo;13.092
MG;31;43104;Monte Carmelo;47.267
MG;31;43153;Monte Formoso;4.381
MG;31;43203;Monte Santo de Minas;20.881
MG;31;43302;Montes Claros;436.970
MG;31;43401;Monte Siao;23.715
MG;31;43450;Montezuma;6.901
MG;31;43500;Morada Nova de Minas;8.988
MG;31;43609;Morro da Garca;2.593
MG;31;43708;Morro do Pilar;2.977
MG;31;43807;Munhoz;7.618
MG;31;43906;Muriae;103.649
MG;31;44003;Mutum;27.634
MG;31;44102;Muzambinho;21.935
MG;31;44201;Nacip Raydan;2.513
MG;31;44300;Nanuque;34.668
MG;31;44359;Naque;6.331
MG;31;44375;Natalandia;3.514
MG;31;44409;Natercia;4.580
MG;31;44508;Nazareno;8.192
MG;31;44607;Nepomuceno;24.869
MG;31;44656;Ninheira;9.331
MG;31;44672;Nova Belem;3.049
MG;31;44706;Nova Era;16.920
MG;31;44805;Nova Lima;117.819
MG;31;44904;Nova Modica;3.614
MG;31;45000;Nova Ponte;15.731
MG;31;45059;Nova Porteirinha;6.660
MG;31;45109;Nova Resende;16.545
MG;31;45208;Nova Serrana;114.497
MG;31;45307;Novo Cruzeiro;26.850
MG;31;45356;Novo Oriente de Minas;10.086
MG;31;45372;Novorizonte;4.545
MG;31;45406;Olaria;1.936
MG;31;45455;Olhos-d'agua;5.340
MG;31;45505;Olimpio Noronha;2.555
MG;31;45604;Oliveira;39.256
MG;31;45703;Oliveira Fortes;1.996
MG;31;45802;Onca de Pitangui;2.908
MG;31;45851;Oratorios;4.910
MG;31;45877;Orizania;8.451
MG;31;45901;Ouro Branco;39.206
MG;31;46008;Ouro Fino;32.131
MG;31;46107;Ouro Preto;76.069
MG;31;46206;Ouro Verde de Minas;5.607
MG;31;46255;Padre Carvalho;5.031
MG;31;46305;Padre Paraiso;17.163
MG;31;46404;Paineiras;4.199
MG;31;46503;Pains;7.455
MG;31;46552;Pai Pedro;5.568
MG;31;46602;Paiva;1.474
MG;31;46701;Palma;5.692
MG;31;46750;Palmopolis;6.307
MG;31;46909;Papagaios;13.724
MG;31;47006;Paracatu;94.300
MG;31;47105;Para de Minas;97.507
MG;31;47204;Paraguacu;21.580
MG;31;47303;Paraisopolis;20.463
MG;31;47402;Paraopeba;23.776
MG;31;47501;Passabem;1.604
MG;31;47600;Passa Quatro;15.387
MG;31;47709;Passa Tempo;9.204
MG;31;47808;Passa Vinte;2.232
MG;31;47907;Passos;110.555
MG;31;47956;Patis;5.917
MG;31;48004;Patos de Minas;159.434
MG;31;48103;Patrocinio;91.901
MG;31;48202;Patrocinio do Muriae;5.579
MG;31;48301;Paula Candido;8.697
MG;31;48400;Paulistas;4.269
MG;31;48509;Pavao;8.044
MG;31;48608;Pecanha;17.358
MG;31;48707;Pedra Azul;24.452
MG;31;48756;Pedra Bonita;7.320
MG;31;48806;Pedra do Anta;3.511
MG;31;48905;Pedra do Indaia;3.725
MG;31;49002;Pedra Dourada;2.752
MG;31;49101;Pedralva;10.750
MG;31;49150;Pedras de Maria da Cruz;10.445
MG;31;49200;Pedrinopolis;3.359
MG;31;49309;Pedro Leopoldo;60.154
MG;31;49408;Pedro Teixeira;1.806
MG;31;49507;Pequeri;3.351
MG;31;49606;Pequi;4.042
MG;31;49705;Perdigao;12.014
MG;31;49804;Perdizes;17.999
MG;31;49903;Perdoes;21.329
MG;31;49952;Periquito;6.566
MG;31;50000;Pescador;3.537
MG;31;50109;Piau;2.530
MG;31;50158;Piedade de Caratinga;8.345
MG;31;50208;Piedade de Ponte Nova;3.941
MG;31;50307;Piedade do Rio Grande;4.560
MG;31;50406;Piedade dos Gerais;5.215
MG;31;50505;Pimenta;8.210
MG;31;50539;Pingo-d'agua;4.714
MG;31;50570;Pintopolis;6.922
MG;31;50604;Piracema;7.451
MG;31;50703;Pirajuba;5.438
MG;31;50802;Piranga;15.308
MG;31;50901;Pirangucu;5.848
MG;31;51008;Piranguinho;9.109
MG;31;51107;Pirapetinga;11.110
MG;31;51206;Pirapora;55.876
MG;31;51305;Pirauba;11.547
MG;31;51404;Pitangui;26.568
MG;31;51503;Piumhi;34.834
MG;31;51602;Planura;10.503
MG;31;51701;Poco Fundo;15.831
MG;31;51800;Pocos de Caldas;172.869
MG;31;51909;Pocrane;8.715
MG;31;52006;Pompeu;30.493
MG;31;52105;Ponte Nova;58.779
MG;31;52131;Ponto Chique;3.775
MG;31;52170;Ponto dos Volantes;10.584
MG;31;52204;Porteirinha;37.321
MG;31;52303;Porto Firme;10.571
MG;31;52402;Pote;13.643
MG;31;52501;Pouso Alegre;162.028
MG;31;52600;Pouso Alto;6.567
MG;31;52709;Prados;8.964
MG;31;52808;Prata;28.678
MG;31;52907;Pratapolis;8.416
MG;31;53004;Pratinha;3.566
MG;31;53103;Presidente Bernardes;4.845
MG;31;53202;Presidente Juscelino;3.630
MG;31;53301;Presidente Kubitschek;3.075
MG;31;53400;Presidente Olegario;19.471
MG;31;53509;Alto Jequitiba;8.394
MG;31;53608;Prudente de Morais;12.224
MG;31;53707;Quartel Geral;3.150
MG;31;53806;Queluzito;1.778
MG;31;53905;Raposos;16.266
MG;31;54002;Raul Soares;23.387
MG;31;54101;Recreio;11.016
MG;31;54150;Reduto;7.865
MG;31;54200;Resende Costa;11.004
MG;31;54309;Resplendor;15.775
MG;31;54408;Ressaquinha;4.548
MG;31;54457;Riachinho;8.197
MG;31;54507;Riacho dos Machados;8.757
MG;31;54606;Ribeirao das Neves;327.968
MG;31;54705;Ribeirao Vermelho;3.953
MG;31;54804;Rio Acima;10.263
MG;31;54903;Rio Casca;12.795
MG;31;55009;Rio Doce;2.121
MG;31;55108;Rio do Prado;4.631
MG;31;55207;Rio Espera;5.432
MG;31;55306;Rio Manso;5.527
MG;31;55405;Rio Novo;8.450
MG;31;55504;Rio Paranaiba;14.602
MG;31;55603;Rio Pardo de Minas;27.708
MG;31;55702;Rio Piracicaba;14.120
MG;31;55801;Rio Pomba;17.721
MG;31;55900;Rio Preto;5.040
MG;31;56007;Rio Vermelho;12.457
MG;31;56106;Ritapolis;4.984
